#Bentoumi Feth-Allah, Bosch I Sais Jordi, Casol Nicolas, Jouet Jeremie, Leger Olivier, Menet Cedric
200,55,20
bus0,l2:a:v4,l3:a:v28,l6:a:v5,l7:a:v4
bus1,l6:a:v6,l12:r:v19
bus2,l3:r:v27,l5:r:v9
bus3,l1:r:v36,l1:r:v40,l2:a:v32,l12:r:v1
bus4,l2:a:v43,l3:a:v23,l3:r:v42
bus5,l15:a:v2
bus6,l1:a:v26,l5:a:v5,l7:a:v9,l12:a:v4
bus7,l1:a:v39,l5:a:v1
bus8,l5:r:v8,l11:a:v8
bus9,l1:a:v35,l2:r:v15,l15:a:v4,l15:a:v7
bus10,l1:r:v12,l3:a:v29,l3:r:v6,l10:a:v19
bus11,l3:r:v24,l11:r:v14,l15:r:v1
bus12,l1:a:v5,l10:a:v11
bus13,l2:a:v1,l4:a:v11,l11:a:v13,l14:a:v1
bus14,l1:r:v1,l2:a:v29,l6:r:v9
bus15,l2:r:v14,l2:r:v23
bus16,l2:r:v2,l3:r:v30
bus17,l1:a:v3,l2:a:v42,l3:r:v9,l6:a:v8
bus18,l4:a:v4,l7:a:v8
bus19,l3:r:v7
bus20,l1:a:v4,l2:r:v19,l7:a:v5,l14:r:v10
bus21,l2:r:v9,l10:a:v17,l11:a:v14,l12:a:v8
bus22,l1:a:v23,l10:r:v1
bus23,l2:r:v37,l3:a:v1,l3:r:v43,l12:a:v13
bus24,l2:r:v30,l3:a:v14,l3:r:v17,l7:a:v6,l12:r:v20
bus25,l2:r:v25,l3:r:v38,l13:r:v2
bus26,l11:r:v16
bus27,l1:a:v17,l1:r:v9,l5:r:v11,l9:a:v1,l11:r:v11
bus28,l11:r:v1
bus29,l11:a:v6,l11:r:v9
bus30,l2:a:v22,l3:a:v21,l3:a:v43,l11:a:v3,l15:r:v7
bus31,l12:r:v6
bus32,l2:a:v13,l2:r:v8,l3:a:v41,l4:a:v10,l12:a:v16,l14:a:v5
bus33,l3:r:v32,l4:a:v5
bus34,l7:a:v3,l14:r:v1
bus35,l10:a:v1,l12:a:v5,l12:r:v18
bus36,l3:r:v18
bus37,l1:r:v7,l2:a:v2,l13:r:v4,l14:a:v6
bus38,l2:a:v15,l11:a:v5
bus39,l5:r:v6,l12:r:v3,l13:r:v7
bus40,l2:a:v31,l10:r:v5,l10:r:v9
bus41,l1:a:v18
bus42,l2:a:v35,l3:r:v21,l9:a:v2,l13:a:v11
bus43,l1:r:v35,l3:a:v18
bus44,l1:a:v19,l2:a:v3,l3:r:v16,l7:r:v1
bus45,l2:a:v39,l3:r:v26
bus46,l4:r:v5
bus47,l1:a:v34,l1:r:v31,l3:a:v20,l13:r:v3
bus48,l1:a:v27
bus49,l2:r:v13,l12:r:v10
bus50,l1:a:v32,l2:r:v38,l6:r:v1,l7:r:v5
bus51,l1:r:v38,l12:r:v11
bus52,l14:r:v9
bus53,l1:a:v41
bus54,l2:a:v38,l3:a:v39,l3:r:v25,l12:a:v17,l15:a:v3
bus55,l2:a:v11,l3:a:v19,l4:r:v1,l11:a:v16
bus56,l13:a:v1,l15:a:v8
bus57,l9:r:v4
bus58,l3:r:v12,l3:r:v34
bus59,l7:r:v7
bus60,l1:a:v43,l6:a:v3,l10:a:v10
bus61,l2:r:v24,l5:a:v10
bus62,l3:a:v27,l10:a:v2
bus63,l2:r:v17,l11:r:v5,l13:r:v8
bus64,l12:r:v9
bus65,l2:r:v6
bus66,l5:a:v3,l12:r:v15
bus67,l1:r:v37,l2:r:v21,l6:a:v10
bus68,l6:r:v2
bus69,l5:a:v6,l11:r:v3,l13:r:v1
bus70,l1:a:v1,l3:r:v44,l10:a:v4,l15:a:v6
bus71,l7:a:v7,l13:a:v4
bus72,l5:r:v7,l7:r:v2
bus73,l3:a:v35,l3:r:v39
bus74,l1:r:v26,l3:a:v42,l4:a:v9
bus75,l3:a:v6,l11:r:v10
bus76,l1:r:v4,l12:r:v4,l13:a:v8,l13:a:v9
bus77,l1:a:v37,l2:r:v4,l14:a:v3
bus78,l2:r:v11
bus79,l1:a:v21,l5:r:v1
bus80,l1:a:v2,l1:r:v24,l13:a:v10
bus81,l2:a:v41,l3:a:v11,l3:r:v31,l3:r:v37
bus82,l1:r:v5,l5:r:v5,l12:a:v22
bus83,l2:r:v41,l10:a:v13
bus84,l1:a:v40,l2:r:v31,l10:r:v10,l14:a:v2
bus85,l1:r:v34,l6:a:v1,l6:a:v7,l12:a:v10
bus86,l11:a:v20,l14:a:v4,l14:a:v7
bus87,l1:a:v14,l1:r:v10,l2:r:v39,l15:r:v5
bus88,l2:a:v24,l5:a:v12
bus89,l1:a:v6,l2:a:v26,l10:a:v15,l12:a:v1,l13:r:v5
bus90,l1:r:v32,l2:a:v18,l12:r:v5
bus91,l1:a:v24,l7:r:v8,l14:r:v2
bus92,l3:r:v4,l3:r:v23,l6:r:v10
bus93,l10:r:v16,l12:r:v14
bus94,l4:r:v9,l12:a:v19,l15:a:v1
bus95
bus96,l3:a:v33,l10:r:v12,l15:r:v2
bus97,l4:a:v3,l9:a:v4,l11:a:v12
bus98,l1:a:v12,l1:r:v2
bus99,l3:r:v19,l11:a:v19
bus100,l6:r:v7
bus101,l11:a:v9,l11:r:v4
bus102,l1:r:v41,l5:r:v3,l9:a:v3
bus103,l1:a:v29,l3:r:v14
bus104,l2:r:v7,l4:a:v6,l10:r:v6,l10:r:v15
bus105,l3:a:v15,l7:a:v1,l9:r:v2,l14:r:v7
bus106,l3:r:v5
bus107,l4:r:v6,l6:a:v2
bus108,l1:a:v10,l3:r:v29,l12:a:v21
bus109
bus110,l1:r:v21,l2:a:v12,l11:a:v4
bus111,l3:a:v32,l6:a:v9,l10:r:v11,l14:r:v3
bus112,l1:a:v22,l3:a:v31,l10:a:v7,l13:r:v10
bus113,l1:a:v9,l1:r:v23,l4:r:v8,l11:r:v2,l14:r:v4
bus114
bus115,l4:r:v11,l10:a:v9,l10:r:v13,l11:a:v21
bus116,l1:r:v29,l3:r:v11,l3:r:v40,l14:r:v5,l14:r:v8
bus117,l2:a:v19,l3:r:v33,l4:r:v10,l5:r:v2
bus118,l2:a:v5,l2:r:v22,l11:a:v7,l12:r:v13
bus119,l6:r:v3,l7:a:v10
bus120,l2:a:v33
bus121,l1:r:v13,l2:a:v40,l3:a:v3
bus122,l1:a:v28,l3:a:v7,l14:a:v10
bus123,l2:a:v30,l10:r:v8,l13:a:v2
bus124,l1:a:v30,l1:r:v18,l4:a:v1
bus125,l10:a:v3,l11:r:v8,l12:a:v15,l12:a:v23
bus126,l2:a:v36,l4:r:v3,l12:a:v2
bus127,l12:a:v12
bus128,l2:a:v14,l3:a:v5,l3:r:v22,l4:r:v2
bus129,l1:r:v30,l5:r:v4
bus130,l1:a:v11,l1:a:v25,l1:a:v33,l3:a:v10,l13:r:v9
bus131,l3:a:v12
bus132,l1:a:v15,l5:r:v10,l6:r:v6,l12:r:v21
bus133,l2:a:v17,l4:a:v12
bus134
bus135,l3:a:v2,l3:a:v30,l10:r:v2
bus136,l1:a:v36,l5:a:v8,l10:r:v4
bus137,l1:r:v19,l1:r:v27,l2:a:v6
bus138,l2:r:v29,l4:a:v7,l10:r:v18,l14:r:v11
bus139,l7:r:v9,l10:a:v20,l12:r:v2
bus140,l1:a:v7,l2:a:v27,l3:a:v40,l13:a:v7
bus141,l2:a:v7,l3:a:v17,l11:a:v18,l11:r:v12
bus142,l3:a:v36,l3:r:v20,l14:a:v12
bus143,l2:a:v16,l5:a:v11,l11:a:v10,l12:a:v14
bus144
bus145,l11:a:v15,l11:r:v19,l13:a:v3
bus146,l2:r:v33,l10:r:v7
bus147,l3:r:v8,l4:r:v4,l10:a:v18
bus148,l1:r:v16,l2:r:v26,l12:r:v16
bus149,l2:r:v32,l12:a:v9,l14:r:v12
bus150,l5:a:v4,l14:a:v8
bus151,l2:r:v10,l2:r:v28,l15:r:v9
bus152,l3:r:v10,l12:a:v18
bus153,l2:r:v18,l10:a:v16
bus154,l2:a:v8,l3:a:v44,l12:r:v12
bus155,l10:a:v5,l10:a:v8
bus156,l7:r:v6
bus157,l2:a:v25,l3:a:v22,l3:a:v24,l12:a:v6
bus158,l2:r:v20,l3:r:v15
bus159,l5:a:v9
bus160,l5:a:v2,l9:r:v3
bus161,l1:a:v20,l2:r:v40,l3:r:v1,l12:r:v17
bus162,l1:a:v44,l3:a:v26,l11:a:v2,l14:r:v6
bus163,l2:r:v36,l3:a:v4,l3:r:v28,l11:r:v15
bus164,l1:a:v13,l2:a:v20,l3:a:v25,l4:a:v8,l15:r:v8
bus165,l1:r:v20
bus166,l3:a:v38,l6:r:v5,l12:r:v8
bus167,l2:r:v27,l2:r:v42,l11:r:v17,l15:r:v4
bus168,l1:r:v28,l2:a:v10,l3:r:v3,l11:r:v18,l15:a:v5
bus169,l1:r:v15,l10:a:v12,l10:r:v3
bus170,l4:r:v7
bus171,l2:r:v3,l3:a:v13
bus172,l1:a:v16,l1:r:v22
bus173,l1:r:v6,l1:r:v11
bus174,l3:a:v8,l3:r:v41
bus175,l7:r:v4,l9:r:v1,l10:r:v17
bus176,l2:r:v5,l3:r:v35,l11:r:v6
bus177,l11:r:v7
bus178,l1:r:v3,l1:r:v33,l15:a:v9
bus179,l10:r:v14,l11:a:v11,l12:a:v3
bus180,l1:a:v8,l1:r:v14,l1:r:v39,l2:a:v23,l6:r:v8,l11:a:v17
bus181,l6:a:v4,l7:r:v10
bus182,l1:r:v8,l2:r:v35,l10:a:v6
bus183,l11:r:v13
bus184,l1:a:v38,l10:a:v14
bus185,l2:a:v37,l11:a:v1,l15:r:v3
bus186,l13:a:v6
bus187
bus188,l2:a:v28,l3:a:v37,l7:r:v3
bus189,l2:a:v9,l13:a:v5,l13:r:v6
bus190,l2:r:v12,l4:a:v2,l12:a:v20,l14:a:v9,l15:r:v6
bus191,l1:a:v42,l5:r:v12
bus192,l3:r:v13,l12:a:v11
bus193
bus194,l2:a:v21,l2:a:v34,l3:a:v9,l12:a:v7
bus195,l1:a:v31,l1:r:v25,l2:r:v1,l5:a:v7,l6:r:v4,l12:r:v7
bus196,l1:r:v17,l3:r:v36,l14:a:v11
bus197,l3:a:v16
bus198,l2:r:v43,l7:a:v2
bus199,l2:r:v34,l3:a:v34,l3:r:v2
bus200,l2:r:v16
