#Bentoumi Feth-Allah, Bosch I Sais Jordi, Casol Nicolas, Jouet Jeremie, Leger Olivier, Menet Cedric
200,31505,11858
bus81,l1:r:v7,l2:r:v15,l3:a:v7,l11:a:v10
bus82
bus83,l3:a:v9,l3:a:v27,l12:r:v5
bus84,l3:a:v2,l10:a:v11,l11:a:v5
bus85,l2:r:v17
bus86,l1:a:v16,l1:r:v40,l2:r:v36,l4:r:v5
bus87,l3:r:v21,l11:a:v15
bus88,l1:a:v5,l2:a:v41,l3:r:v17,l4:a:v9
bus89,l3:a:v6,l7:a:v10,l15:a:v2,l15:a:v7
bus90,l3:r:v38,l6:r:v2
bus91,l1:r:v5,l1:r:v15,l5:r:v7,l12:r:v16
bus92,l3:r:v31,l12:a:v19
bus93,l3:a:v34,l10:a:v4,l12:a:v9
bus94,l1:r:v23,l10:r:v2,l11:a:v16
bus95,l1:a:v30,l14:a:v12
bus96,l12:a:v7
bus97,l2:a:v38,l10:a:v2,l10:a:v5,l11:r:v16
bus98,l3:a:v12
bus99,l2:a:v30
bus100,l2:r:v10,l12:a:v20
bus101,l3:a:v37,l3:r:v29,l12:a:v23,l12:r:v9,l14:a:v9
bus102,l1:r:v16,l10:a:v16,l14:r:v2
bus103,l2:r:v37,l4:a:v5,l10:r:v15,l14:r:v1
bus104,l1:a:v39
bus105,l3:r:v39,l11:r:v13,l12:a:v6
bus106,l2:r:v34
bus107,l2:a:v11,l10:a:v7,l10:a:v14
bus108,l1:r:v19,l11:a:v13
bus109,l1:r:v17,l15:r:v5
bus110,l5:a:v5,l9:a:v2
bus111,l1:r:v30,l12:r:v10
bus112,l1:a:v24,l3:a:v5,l5:r:v2,l9:r:v3,l12:a:v22,l15:a:v6
bus113,l2:a:v19,l6:r:v1,l10:a:v13
bus114,l1:a:v3,l2:a:v34,l3:r:v19
bus115,l2:a:v7
bus116,l3:a:v4,l3:r:v26,l11:a:v17,l11:a:v21
bus117,l1:a:v15,l2:r:v4,l3:r:v42,l7:r:v2,l14:r:v6
bus118,l1:a:v13,l5:a:v1,l14:r:v10
bus119,l5:a:v11,l5:r:v4
bus120,l12:r:v12
bus121,l1:r:v34,l2:r:v19
bus122,l1:a:v22,l1:r:v4,l6:a:v3,l11:r:v14
bus123,l1:a:v31,l14:a:v11
bus124,l1:r:v3
bus125,l14:r:v9
bus126,l1:a:v4,l3:a:v39,l7:r:v4,l14:a:v8
bus127,l3:r:v9,l3:r:v28,l15:r:v8
bus128,l5:a:v10,l6:a:v7,l7:a:v1,l14:a:v10
bus129,l1:a:v33,l12:r:v20,l15:a:v3
bus130
bus131
bus132,l7:r:v9,l10:r:v3,l13:a:v2
bus133,l2:a:v42,l5:r:v3,l5:r:v9
bus134,l3:r:v24
bus135,l1:a:v34,l3:r:v41,l4:a:v2,l9:r:v1
bus136,l14:r:v4
bus137,l2:r:v33,l5:a:v9,l6:r:v3
bus138,l4:a:v6,l5:a:v4
bus139,l1:a:v27,l3:r:v15,l3:r:v37,l10:a:v3,l12:a:v1
bus140,l1:r:v33
bus141,l2:r:v1,l6:a:v4,l6:a:v9
bus142,l2:r:v27,l4:r:v4,l15:a:v8
bus143,l9:r:v2
bus144,l13:a:v5
bus145,l7:r:v7
bus146,l1:r:v13,l4:r:v7,l15:r:v1
bus147,l1:a:v28,l2:r:v7,l12:r:v6
bus148,l1:r:v8,l10:a:v10,l10:a:v12
bus149,l2:a:v36,l7:a:v3,l7:a:v5
bus150,l1:r:v18,l3:r:v43,l11:r:v6,l13:r:v2
bus151,l1:a:v1,l5:r:v5,l10:a:v18,l11:r:v4
bus152,l1:a:v6,l2:a:v27,l14:r:v7
bus153,l2:r:v22,l3:a:v17
bus154
bus155,l3:r:v12,l5:a:v6
bus156,l3:a:v28
bus157,l1:a:v7,l12:a:v15
bus158
bus159,l3:a:v24,l13:r:v9,l15:r:v7
bus160,l3:a:v15,l14:r:v12
bus161,l2:r:v35,l15:a:v5
bus162,l1:r:v20,l2:a:v13,l2:r:v38,l10:a:v20
bus163,l1:a:v9,l2:r:v41,l14:r:v11
bus164
bus165,l1:r:v26,l2:a:v15,l12:a:v4,l12:a:v21
bus166,l1:r:v24,l7:r:v8
bus167,l1:r:v1,l1:r:v14,l2:r:v39,l3:a:v8,l3:a:v23,l6:r:v10
bus168,l6:r:v5,l11:a:v6,l11:r:v12
bus169,l1:a:v8,l1:a:v21,l10:r:v7
bus170,l3:a:v35,l3:r:v16,l13:a:v8
bus171,l2:r:v18,l7:r:v6,l12:r:v18
bus172,l11:r:v7
bus173,l1:a:v38
bus174
bus175,l1:r:v38,l13:a:v6
bus176,l3:a:v26
bus177,l2:r:v11,l2:r:v31,l3:a:v29,l3:r:v5,l12:r:v3,l12:r:v21
bus178,l14:a:v6
bus179,l1:a:v18,l3:a:v44,l6:a:v8,l13:r:v8
bus180,l2:r:v42,l3:a:v22,l3:r:v2,l3:r:v7,l3:r:v11,l10:a:v6
bus181,l7:r:v3,l12:a:v3
bus182,l2:a:v17,l5:r:v12,l10:a:v1
bus183,l2:a:v21,l2:r:v25,l15:a:v9
bus184,l1:a:v14,l3:a:v41
bus185,l2:a:v39,l3:a:v30,l5:a:v2,l13:r:v5,l14:a:v4
bus186,l3:a:v32,l11:r:v8,l12:a:v18
bus187,l1:a:v2,l2:a:v37,l4:a:v7
bus188,l2:a:v18,l2:a:v25,l15:r:v2
bus189,l1:a:v11,l11:a:v3
bus190,l3:r:v6,l10:r:v18,l12:r:v4,l14:a:v7
bus191,l1:r:v31,l12:a:v14,l12:r:v1,l15:r:v3
bus192,l4:a:v10
bus193,l11:r:v15
bus194,l3:a:v1,l5:r:v6
bus195,l13:r:v7,l14:r:v3
bus196,l1:r:v10,l4:r:v11,l5:r:v11
bus197,l1:a:v37,l1:r:v29,l2:a:v1,l2:a:v4
bus198,l2:a:v8,l2:a:v24,l12:r:v19
bus199,l12:r:v13
bus200,l11:a:v4
