#Bentoumi Feth-Allah, Bosch I Sais Jordi, Casol Nicolas, Jouet Jeremie, Leger Olivier, Menet Cedric
200,31505,11858
bus0,l3:a:v13,l4:r:v9,l10:r:v11
bus1,l1:a:v26,l2:a:v23,l14:a:v1
bus2,l1:r:v25,l2:r:v40
bus3,l1:a:v42,l2:r:v3,l3:a:v19,l3:r:v25,l3:r:v35
bus4,l1:a:v44,l6:r:v7
bus5,l5:a:v3,l11:r:v11
bus6,l1:r:v32
bus7,l6:a:v10,l10:a:v19,l11:a:v7
bus8,l1:r:v2,l1:r:v41,l6:a:v5
bus9,l2:a:v5,l5:r:v8,l7:a:v4,l7:a:v9
bus10,l1:r:v39,l3:a:v18,l5:a:v12,l10:r:v4
bus11,l2:a:v2,l7:a:v2,l14:a:v5
bus12,l3:a:v16,l3:a:v25,l3:r:v22,l12:a:v16
bus13,l2:a:v33,l12:r:v11,l15:r:v6
bus14,l12:a:v11,l12:r:v2
bus15,l1:a:v19,l1:a:v29,l2:r:v12,l11:r:v3
bus16,l1:a:v32,l4:r:v2
bus17,l3:r:v23,l6:a:v1,l6:r:v8,l7:a:v6
bus18,l2:r:v8,l10:r:v17,l11:a:v12
bus19
bus20,l3:a:v33,l3:r:v40,l6:a:v6
bus21,l2:a:v40,l3:a:v3,l10:r:v6,l11:a:v14
bus22,l2:r:v26
bus23,l3:r:v32
bus24,l1:r:v36,l4:a:v3
bus25
bus26,l3:a:v38,l3:a:v43,l6:r:v6,l13:a:v3
bus27,l2:a:v10,l2:r:v6,l2:r:v32,l9:a:v3
bus28,l5:r:v1,l10:r:v5,l13:a:v1
bus29,l1:a:v25,l9:a:v1,l10:a:v8,l10:r:v9
bus30,l2:a:v6,l9:r:v4,l11:a:v11,l11:a:v18,l13:r:v4
bus31,l3:a:v40,l13:a:v4,l15:r:v4
bus32,l1:a:v36,l12:a:v5
bus33,l2:a:v22,l4:r:v1,l12:a:v10
bus34,l11:r:v9,l13:a:v9
bus35,l11:r:v1,l12:r:v15
bus36,l3:r:v33,l12:a:v12
bus37,l1:r:v35,l3:a:v10
bus38,l2:r:v2,l2:r:v16,l3:r:v10,l10:r:v16
bus39,l3:a:v21,l3:a:v31,l3:a:v42,l3:r:v3,l3:r:v8,l4:a:v4,l11:r:v5,l12:a:v13
bus40,l2:a:v3,l2:r:v30,l10:r:v12
bus41,l2:r:v21,l3:r:v14
bus42,l11:r:v17
bus43,l2:a:v16,l2:a:v43,l6:r:v9
bus44,l2:a:v14,l13:a:v7
bus45,l3:a:v11,l3:a:v36,l3:r:v44,l5:a:v7,l11:a:v19
bus46,l1:r:v28,l3:r:v18,l6:r:v4,l7:a:v7,l11:r:v2
bus47,l3:r:v13,l10:r:v1,l10:r:v14
bus48,l9:a:v4,l10:r:v13
bus49,l1:a:v10,l1:a:v40,l2:a:v28,l2:a:v31,l7:r:v5,l10:a:v17,l10:r:v10
bus50
bus51,l2:a:v35,l2:r:v9,l3:r:v4,l11:a:v20
bus52,l1:a:v41,l13:r:v6
bus53,l1:a:v20,l4:a:v1
bus54,l2:r:v28,l2:r:v43,l3:r:v36
bus55,l7:r:v10
bus56,l1:r:v27,l3:r:v27,l11:r:v18,l13:r:v10
bus57,l1:r:v9,l2:r:v14,l4:r:v10,l11:a:v1,l15:a:v4
bus58,l1:a:v43,l11:a:v8
bus59,l1:r:v37,l2:r:v20,l3:r:v30,l13:r:v1,l14:a:v2
bus60,l12:r:v14,l12:r:v17,l14:a:v3
bus61,l2:a:v32,l5:a:v8,l11:r:v10,l14:r:v5
bus62,l1:r:v12,l2:a:v9,l2:a:v29
bus63,l2:r:v5
bus64,l2:r:v24,l3:a:v20
bus65,l4:a:v11,l10:a:v15
bus66,l3:r:v1,l11:r:v19,l12:r:v8
bus67,l1:a:v23,l1:r:v11,l3:r:v20,l12:a:v17
bus68,l1:a:v17,l2:a:v26,l2:r:v29,l15:a:v1
bus69,l11:a:v9,l13:a:v10
bus70,l1:r:v22,l5:r:v10,l10:r:v8,l13:a:v11
bus71,l1:a:v35,l2:r:v23,l4:r:v3,l4:r:v8,l12:a:v2,l14:r:v8
bus72,l7:r:v1,l12:a:v8
bus73,l2:a:v12,l12:r:v7
bus74,l11:a:v2
bus75,l1:r:v6,l2:a:v20,l2:r:v13,l3:a:v14,l4:a:v8
bus76,l4:r:v6,l6:a:v2,l7:a:v8
bus77,l10:a:v9,l13:r:v3
bus78,l1:a:v12,l3:r:v34
bus79,l4:a:v12
bus80,l1:r:v21,l15:r:v9
